N,P,K,pH,EC,OC,B,Zn,Fe,Mn,Cu,S,Crop
102,36,639,7.03,0.81,0.26,0.96,2.94,1.05,18.2,5.43,5,Jawar
75,70,585,7.51,0.25,0.32,2.45,0.722,25.84,14.17,5.428,51,Jawar
174,29,401,7.39,0.09,0.33,0.72,4.28,4.4,5.34,5.42,29,Cotton
125,11,401,8.16,0.56,0.32,1.16,0.75,4.17,23.64,5.41,24,Jawar
136,18,231,7.16,0.56,0.66,1.08,0.14,5.99,27.36,5.41,14,Jawar
198,57,390,7.67,0.12,0.28,5.4,0.67,4.96,4.347,5.4,16,Jawar
116,47,211,8.5,0.24,0.66,1.36,0.12,6.27,27.62,5.39,44,Jawar
125,15,721,7.44,0.6,0.5,0.59,3.72,0.15,4.22,5.38,35,Jawar
60.2,69,162,8.35,0.47,0.4,1.95,4.296,11.46,4.082,5.372,79,Jawar
145,44,680,8.04,0.15,0.36,2.2,4.5,0.67,1.86,5.37,48,Cotton
202,44,670,8.16,0.28,0.68,0.92,2.58,0,11.23,5.37,29,Jawar
143,25,360,7.9,0.09,0.31,0.03,0.23,1.16,7.12,5.36,43,Jawar
242,39,594,8.01,0.06,0.29,1.89,0.26,6.21,6.21,5.36,42,Jawar
140,44,286,8.04,0.33,0.84,0.7,3.14,2.03,24.5,5.34,51,Jawar
130,29,700,7.31,0.15,0.5,0.76,2.63,1.02,19.4,5.34,29,Jawar
136,40,646,8.4,0.86,0.26,0.81,0.16,3.83,27.42,5.34,19,Jawar
142,33,340,7.39,0.33,0.33,0.69,1.54,8.87,14.33,5.33,38,Jawar
132,33,469,7.31,0.14,0.34,0.81,4.83,1.22,6.44,5.33,19,Jawar
218,24,456,8.65,0.32,0.53,3.51,1.95,9.13,9.37,5.32,34,Jawar
28.2,156,42,7.83,0.83,0.22,2.05,2.864,5.786,8.228,5.316,4,Jawar
195,34,534,8.45,0.52,0.36,8.1,0.19,6.66,3.26,5.31,64,Cotton
182,40,700,7.31,0.41,0.42,0.96,2.47,0.13,4.09,5.31,48,Jawar
121,44,639,7.07,0.51,0.44,0.69,1.06,2.5,3.16,5.31,48,Jawar
142,51,279,7.16,0.44,0.36,0.79,3.46,0.43,4.12,5.31,19,Jawar
130,18,469,8.56,0.36,0.27,2.9,0.96,6.2,24.38,5.27,13,Jawar
302,29,347,7.32,0.09,0.45,2.09,0.24,2.5,5.63,5.26,33,Jawar
116,67,333,8.86,0.11,0.27,0.27,6.41,3.39,6.94,5.25,52,Jawar
302,86,203,7.92,0.36,0.95,0.87,2.36,1.36,6.34,5.25,52,Jawar
218,26,378,8.43,0.14,0.53,2.16,0.46,5.25,3.24,5.25,37,Jawar
174,51,346,8.09,0.07,0.32,0.64,0.84,0.83,10.18,5.24,29,Jawar
72,19,438,7.63,0.42,0.17,1.165,0.19,10.156,5.11,5.236,78,Jawar
65,29,321,7.78,0.28,0.29,2.165,0.25,15.216,9.236,5.23,86,Cotton
45,28,472,7.7,0.29,0.21,0.986,0.32,20.11,4.378,5.196,89,Cotton
163,41,414,7.39,0.24,0.41,2.8,0.528,9.344,9.322,5.19,63,Cotton
130,40,340,8.04,0.68,0.5,2.6,4.4,0.57,1.86,5.19,48,Jawar
130,40,340,8.04,0.68,0.5,2.4,4.4,0.57,1.86,5.19,48,Jawar
173,18,582,7.82,0.48,0.25,0.81,1.91,2.16,10.56,5.19,29,Jawar
22,25,36,6.64,0.24,0.25,2.24,2.982,6.34,2.766,5.176,36,Jawar
180,15,299,8.04,0.3,0.37,0.72,7.33,0.29,20.4,5.16,44,Cotton
134,18,388,7.4,0.15,0.4,0.7,3.07,1.02,22.7,5.16,33,Jawar
98,73,728,8.16,0.14,0.32,0.83,1.27,2.79,5.77,5.14,43,Jawar
196,58,571,7.19,0.64,0.32,1.09,6.42,3.03,2.35,5.14,19,Cotton
116,44,660,7.36,0.53,0.86,1.07,5.36,2.89,3.14,5.14,14,Jawar
196,18,394,7.39,0.28,0.34,0.74,1.96,16.27,13.24,5.14,10,Jawar
48,113,332,8.23,0.56,0.19,9.165,0.65,9.162,7.236,5.132,40,Jawar
62,39,296,8.4,0.23,0.18,1.196,0.35,7.168,6.29,5.132,30,Cotton
123,33,278,7.48,0.07,0.33,0.59,1.2,3.67,20.16,5.13,33,Cotton
136,62,503,8.4,0.237,0.26,0.81,1.13,5.9,11.27,5.12,60,Jawar
67,83,410,8,0.27,0.19,5.162,0.65,3.19,7.82,5.12,43,Jawar
162,29,562,8.32,0.26,0.26,1.29,0.23,10.11,10.11,5.118,69,Rice
72,25,436,8.35,0.32,0.32,2.165,0.41,11.53,7.116,5.118,39,Rice
105,44,375,7.43,0.39,0.18,8.765,0.19,10.25,8.118,5.11,86,Rice
34.5,228,48,7.66,0.83,0.49,1.25,2.796,4.9,4.176,5.105,18,Cotton
63,60,607,7.59,0.29,0.33,3.15,0.688,16.75,4.694,5.104,26,Cotton
125,15,522,8.18,0.49,0.36,9.5,0.542,6.548,7.92,5.102,31,Jawar
194,29,354,8.16,0.32,0.33,0.73,5.54,1.44,6.14,5.1,5,Rice
169,19,159,7.36,0.19,0.32,1.17,2.08,2.09,6.18,5.09,39,Jawar
141,29,496,8.11,0.54,0.32,0.86,1.41,1.76,5.37,5.08,38,Rice
180,40,700,8.3,0.31,0.34,0.96,2.94,1.28,23.9,5.07,71,Rice
205,15,517,8.04,0.27,0.42,2.5,6.27,1.2,3.72,5.06,38,Jawar
139,62,265,7.87,0.45,0.49,1.6,2.75,1.31,8.82,5.06,29,Rice
191,159,134,6.6,0.12,1.3,1,0.48,4.06,1.16,5.03,33,Rice
190,18,606,8.76,0.62,0.52,0.69,8.5,0.21,3.25,5.02,44,Jawar
161,36,272,8.21,0.52,0.345,0.72,2.27,0.41,5.1,5.02,33,Rice
196,51,592,8.17,0.22,0.41,0.71,1.35,1.56,22.52,5.02,19,Rice
176,63,673,7.13,0.28,0.36,2.8,0.532,16.07,4.13,5.016,40,Rice
155,33,279,8.24,0.6,0.48,2.1,4.12,0.5,4.2,5,48,Rice
112,15,299,7.51,0.19,0.37,0.82,1.62,1.39,18.09,5,29,Jawar
126,22,299,8.07,0.31,0.5,0.72,4.46,0.25,3.23,4.98,24,Rice
106,11,520,7.82,0.18,0.31,0.89,3.41,1.26,2.68,4.97,19,Jawar
53.3,284,54,6.44,0.77,0.35,1.74,2.864,6.34,6.836,4.968,25,Cotton
138,26,558,7.3,0.32,0.57,7.6,0.278,7.592,7.226,4.954,40,Rice
161,36,340,7.36,0.31,0.31,0.59,4.06,1.21,12.11,4.95,19,Rice
9,30,136,8.27,0.37,0.54,0.99,1.73,2.65,4.43,4.94,25,Cotton
146,62,388,7.39,0.32,0.32,0.74,1.9,0.3,7.5,4.94,24,Rice
136,36,605,7.48,0.12,0.28,0.68,3.46,5.38,20.88,4.94,19,Rice
174,33,292,7.75,0.72,0.32,2.5,3.8,1.84,4.66,4.93,29,Rice
159,46,450,7.58,0.39,0.64,1.62,0.45,5.61,7.28,4.91,61,Rice
163,23,408,7.75,0.2,0.87,3.78,0.91,7.92,4.96,4.91,11,Rice
118,57,598,7.42,0.41,0.32,0.98,6.16,3.06,7.81,4.91,10,Rice
116,44,605,8.35,0.44,0.56,1.66,0.92,0.47,2.05,4.9,96,Rice
22,141,36,7.65,0.47,0.11,1.5,2.596,4.678,12.28,4.892,28,Cotton
109,29,435,7.36,0.11,0.69,0.64,1.25,1.16,18.64,4.89,38,Rice
145,44,456,8.21,0.54,0.42,0.72,1.68,3.99,3.22,4.88,19,Rice
50.2,194,156,8.68,0.3,0.43,2.02,3.182,6.368,24.52,4.87,58,Cotton
125,33,578,7.04,0.41,0.32,0.79,4.2,0.39,16.6,4.87,57,Rice
178,15,265,8.06,0.61,0.44,0.82,2.51,0.95,0.61,4.87,43,Jawar
107,47,476,8.11,0.38,0.34,0.86,2.9,1.16,3.35,4.86,43,Rice
189,31,414,8.22,0.46,0.39,4.86,0.32,4.57,2.51,4.86,24,Rice
152,25,354,8.09,0.11,0.32,0.73,2.09,1.68,13.39,4.85,29,Rice
113,11,619,7.17,0.51,0.29,0.54,1.81,3.25,1.63,4.83,25,Jawar
121,36,326,8.16,0.19,0.39,0.92,1.82,0.05,18.58,4.81,33,Rice
22,125,240,8.3,0.4,0.26,0.64,0.55,3.882,5.518,4.81,23,Cotton
155,25,360,7.7,0.41,0.39,1.99,3.76,0.53,5.34,4.8,33,Rice
146,29,578,7.58,0.58,0.32,0.69,2.81,0.18,23.42,4.8,14,Rice
15.7,266,54,7.14,0.82,0.44,1.02,2.712,5.342,6.994,4.75,40,Cotton
169,14,19,7.7,0.1,0.04,0.31,0.336,0.736,1.115,4.736,142,Jawar
116,40,700,7.39,0.47,0.72,0.72,3.08,2.17,11.68,4.71,29,Rice
201,15,660,8.21,0.09,0.31,0.83,0.81,0.25,12.28,4.7,39,Jawar
125,24,205,7.32,0.16,0.26,0.86,1.06,2.34,2.09,4.7,38,Rice
162,36,360,7.36,0.38,0.41,0.72,1.02,0.32,3.79,4.7,19,Rice
126,15,592,8.71,0.16,0.36,0.82,1.24,1.05,2.67,4.68,48,Jawar
22,275,42,7.74,0.75,0.37,2.8,2.646,5.232,6.584,4.68,27,Cotton
136,18,306,8.07,0.15,0.41,0.83,0.2,0.5,13.24,4.68,24,Jawar
166,51,544,7.16,0.32,0.4,0.58,1.36,1.79,11.35,4.67,67,Rice
119,40,394,7.45,0.29,0.36,0.92,4.59,4.54,6.41,4.66,10,Rice
107,51,517,7.39,0.67,0.41,0.94,1.75,2.16,6.61,4.63,14,Rice
138,22,632,7.71,0.27,0.44,2.45,0.34,16.75,6.078,4.628,57,Rice
63,15,116,7.06,0.25,0.33,3.85,0.268,10.72,4.808,4.628,51,Cotton
318,35,48,4.6,0.03,1.67,0.48,1.09,20.6,4.03,4.62,137,Cotton
126,25,354,7.41,0.19,0.41,0.72,1.45,3,18.54,4.62,29,Rice
108,22,632,8.19,0.12,0.4,0.59,1.07,3.42,20.34,4.62,14,Rice
146,29,680,7.35,0.55,0.56,0.95,3.62,0.15,4.12,4.61,52,Rice
28.2,188,60,7.32,0.36,0.29,2.5,2.864,5.232,6.7,4.61,36,Cotton
22,131,72,7.31,0.51,0.36,1,2.948,3.902,6.172,4.6,39,Cotton
116,42,347,7.36,0.14,0.36,0.81,1.46,3.45,0.97,4.6,23,Rice
153,15,372,7.5,0.19,0.34,4.59,0.41,3.61,3.79,4.59,21,Jawar
196,45,61,7.29,0.66,0.75,0.61,0.42,1.051,1.756,4.586,59,Cotton
129,137,87,7.28,0.09,0.82,0.48,0.302,1.468,1.748,4.586,22,Cotton
130,22,415,8.4,0.53,0.46,1.05,1.28,3.74,4.86,4.57,44,Rice
138,29,408,7.69,0.14,0.29,0.58,1.81,1.56,4.72,4.57,38,Rice
172,62,422,7.39,0.17,0.69,0.69,1.89,0.43,12.38,4.56,38,Rice
152,22,653,7.39,0.42,0.42,0.78,1.57,1,1.77,4.56,33,Rice
176,36,428,8.07,0.47,0.31,0.74,1.73,0.36,14.87,4.55,10,Rice
15.7,247,36,7.16,0.79,0.36,1.54,2.746,5.342,6.054,4.538,37,Cotton
40.8,141,48,7.88,0.58,0.55,2.61,2.796,5.676,5.762,4.538,31,Cotton
15.7,181,114,8.16,0.55,0.17,0.77,2.226,5.342,6.054,4.538,28,Cotton
170,18,680,7.3,0.27,0.56,0.4,7.09,0,20.1,4.52,25,Jawar
150,29,653,8.63,0.6,0.5,1.35,0.13,5.85,0.88,4.51,43,Rice
118,40,279,7.68,0.16,0.42,0.65,3.73,0,13.74,4.5,19,Rice
142,15,660,7.8,0.44,0.28,1.2,3.42,0.22,3.88,4.49,29,Jawar
178,22,551,8.12,0.11,0.31,0.71,1.73,5.37,7.97,4.49,14,Rice
172,93,54,7.32,0.47,0.7,1.72,2.69,9.57,14.86,4.48,54,Cotton
113,114,252,7.16,0.52,0.56,1.52,0.544,6.996,7.114,4.476,51,Rice
116,77,299,7.39,0.69,0.36,1.6,0.28,9.31,10.6,4.476,36,Rice
38,19,385,7.62,1.3,0.27,7.6,0.466,1.928,2.238,4.475,87,Cotton
38,12,224,7.44,0.72,0.26,3.8,0.48,1.498,3.64,4.471,102,Cotton
194,36,558,8.07,0.36,0.42,0.72,2.11,18.63,12.94,4.47,14,Rice
160,18,303,8.3,0.3,0.3,3.54,0.49,8.62,11.47,4.47,4,Jawar
22,41,60,6.29,0.37,0.38,2.5,2.764,5.564,8.286,4.468,34,Cotton
138,48,450,7.88,0.756,0.69,9.66,0.37,7.175,16.64,4.465,46,Rice
136,47,619,8.42,0.35,0.47,0.41,1.04,3.46,1.48,4.46,66,Rice
121,58,139,7.64,0.14,0.95,0.43,0.218,1.204,5.126,4.436,92,Rice
160,176,360,8.41,0.63,0.27,0.36,0.93,4.72,1.13,4.43,45,Rice
131,11,626,8.04,0.31,0.56,0.66,1.76,1.39,23.6,4.43,38,Jawar
155,107,94,7.73,0.13,0.41,0.72,0.57,1.47,1.55,4.43,27,Cotton
151,33,558,7.02,0.42,0.38,5.7,0.242,8.428,15.93,4.428,63,Rice
115,15,660,7.21,0.41,0.28,0.7,1.93,0.6,4.741,4.42,14,Jawar
196,33,394,7.45,0.36,0.41,0.94,1.49,0.29,3.65,4.41,43,Rice
174,29,313,7.09,0.29,0.32,0.58,1,1.44,22.48,4.41,29,Rice
132,25,796,7.34,0.32,0.41,0.59,3.43,0.34,0.34,4.41,10,Rice
118,40,496,8.11,0.56,0.31,0.96,1.78,3.09,12.41,4.4,29,Rice
40.8,231,66,6.68,0.38,0.58,1.73,2.596,5.12,7.64,4.398,33,Cotton
151,52,625,7.73,0.25,0.41,3.5,0.196,7.8,8.363,4.386,51,Rice
116,40,394,8.33,0.35,0.47,1.47,0.65,3.46,1.5,4.38,57,Rice
100,92,405,7.87,0.17,0.33,0.9,0.742,7.384,6.434,4.38,51,Rice
102,18,490,8.66,0.66,0.56,0.9,0.61,6.3,26.04,4.38,42,Jawar
136,51,394,7.59,0.34,0.34,0.94,1.83,5.19,20.82,4.38,33,Rice
145,40,490,8.14,0.28,0.11,0.94,4.17,8.51,13.06,4.38,19,Rice
146,15,449,7.25,0.47,0.46,4.3,6.06,4.55,8,4.37,67,Jawar
187,27,426,7.47,0.43,0.74,1.58,0.31,1.44,5.91,4.37,36,Rice
109,44,272,8.21,0.49,0.69,2.5,4.48,0.64,4.94,4.36,43,Rice
146,29,272,8.06,0.24,0.31,0.68,1.81,5.16,28.22,4.36,14,Rice
169,36,340,8.11,0.08,0.71,0.86,1.87,0.07,2.81,4.35,38,Rice
152,62,632,8.6,0.25,0.36,0.84,0.91,0.84,12.6,4.34,67,Rice
136,33,326,7.31,0.81,0.31,0.92,1.76,1.9,22.2,4.34,38,Rice
136,26,354,7.6,0.56,0.5,3.21,2.72,14.81,11.12,4.34,19,Rice
119,36,660,8.19,0.21,0.34,0.86,1.18,0.09,20.48,4.33,33,Rice
154,69,768,7.35,0.87,0.32,0.93,2.51,1.29,6.07,4.33,19,Rice
98,73,299,8.16,0.21,0.41,0.86,2.78,1.44,2.26,4.33,19,Rice
174,36,483,8.16,0.54,0.34,0.72,1.95,0.68,1.36,4.33,19,Rice
142,51,734,7.16,0.81,0.41,0.92,2.21,0.95,3.02,4.33,14,Rice
28.2,125,48,7.54,0.25,0.19,2.11,2.628,4.9,7.091,4.326,38,Cotton
31.4,153,54,8.09,0.77,0.52,1,2.696,4.456,1.884,4.326,27,Cotton
12.5,12.8,48,6.44,0.28,0.31,2.72,2.662,6.118,2.59,4.326,14,Cotton
100,33,702,7.94,0.13,0.54,5.5,0.318,14.32,13.22,4.324,117,Rice
148,40,401,7.39,0.19,0.32,0.74,0.1,0.5,15.09,4.32,29,Rice
146,33,673,8.12,0.27,0.56,3.67,3.9,6.02,10.92,4.32,4,Rice
119,51,694,7.23,0.41,0.46,0.59,5.02,0.32,8.17,4.3,19,Rice
122,36,537,7.52,0.21,0.29,1.35,4.96,0.56,4.77,4.29,48,Rice
106,54,551,8.11,0.17,0.41,0.86,1.62,10.42,8.98,4.29,19,Rice
113,11,468,8.16,0.32,0.45,2.66,0.578,6.966,9.828,4.284,40,Jawar
50,66,642,7.73,0.35,0.35,2.1,0.13,9.686,14.19,4.282,48,Cotton
146,15,374,8.4,0.27,0.66,1.78,1.25,14.84,10.88,4.28,34,Jawar
106,36,313,8.32,0.39,0.28,6.72,2.87,0.81,3.88,4.27,43,Rice
162,18,306,7.21,0.47,0.31,0.59,2,0.03,12.51,4.27,33,Jawar
134,51,306,8.06,0.21,0.41,0.86,4.01,2.02,11.69,4.27,19,Rice
276,22,376,8.28,0.13,0.47,2.97,0.36,7.79,20.38,4.26,24,Rice
22,16,48,7.25,0.39,0.53,2.82,2.982,3.68,7.346,4.256,38,Cotton
135,51,700,8.07,0.21,0.28,2.1,4.34,0.64,3.12,4.25,52,Rice
124,47,700,8.16,0.19,0.29,0.71,2.34,0.34,7.17,4.25,5,Rice
140,51,524,7.56,0.51,0.26,4.35,0.4,5.6,23.92,4.24,71,Rice
136,40,503,8.4,0.81,0.37,4.07,0.02,6.55,25.86,4.24,64,Rice
163,59,360,7.54,0.22,0.33,3.15,0.582,11.23,11.55,4.238,63,Rice
145,47,435,8.84,0.92,0.11,1.86,0.11,9.162,9.169,4.236,78,Rice
126,29,714,7.17,0.17,0.49,0.95,3.12,0.99,5.87,4.23,71,Rice
156,15,714,7.46,0.34,0.32,0.58,2.5,1.17,28.98,4.23,43,Jawar
53,77,232,7.54,0.18,0.5,0.3,0.96,1.56,0.16,4.23,32,Cotton
136,51,299,8.04,0.41,0.36,0.9,6.03,0.46,3.31,4.23,24,Rice
105,40,551,7.21,0.21,0.32,0.91,4.76,0.53,9.62,4.23,14,Rice
16,18,564,8.4,0.31,0.56,0.81,0.97,8.95,10.8,4.22,29,Cotton
134,15,660,7.37,0.11,0.34,0.69,2.09,0.09,20.48,4.22,24,Jawar
103,78,401,7.69,0.11,0.27,0.985,0.62,9.156,7.11,4.219,92,Rice
164,18,420,8.36,0.37,0.25,1.08,0.16,2.94,11.34,4.21,40,Jawar
117,22,333,7.45,0.33,0.41,0.94,1.44,1.96,21.66,4.21,29,Rice
43,17,228,7.85,0.36,0.26,2.182,0.42,9.156,5.156,4.196,82,Cotton
25.1,144,602,7.73,0.42,0.29,1.89,3.2,4.012,6.408,4.186,50,Cotton
53.3,119,36,7.22,0.11,0.24,2.37,2.73,5.12,7.23,4.186,40,Cotton
15.7,150,96,7.75,0.79,0.26,1,2.746,4.012,2.648,4.186,8,Cotton
78,47,490,8.11,0.43,0.32,0.68,0.95,13.11,6.02,4.18,48,Rice
161,58,632,8.21,0.64,0.41,0.87,1.91,2.76,7.24,4.18,33,Rice
241,18,534,7.37,0.19,0.51,5.13,1.32,4.18,3.25,4.18,13,Jawar
128,244,72,7.8,0.22,0.64,0.86,0.996,4.05,2.91,4.172,40,Cotton
140,40,71,7.3,0.39,0.87,2.4,1.01,0.9,25.3,4.17,60,Cotton
140,29,605,7.04,0.3,0.27,0.86,1.49,1.39,21.7,4.16,45,Rice
192,46,460,7.6,0.56,0.29,0.68,1.43,2.58,12.36,4.16,43,Rice
162,18,326,8.21,0.4,0.26,0.61,1.74,0.45,16.4,4.16,42,Jawar
166,11,666,7.6,0.27,0.37,1.08,0.8,9.85,9.1,4.16,37,Jawar
130,36,286,7.02,0.76,0.24,0.91,2.51,1.32,15.33,4.16,24,Rice
167,20,294,8.14,0.76,0.17,5.67,0.34,5.22,5.38,4.15,40,Rice
194,62,762,7.59,0.51,0.34,0.92,3.31,13.4,5.65,4.14,29,Rice
71,54,340,7.73,0.42,0.32,1.178,0.31,16.32,8.162,4.136,78,Rice
95,54,560,8.01,0.11,0.02,2.165,0.44,15.236,9.162,4.136,77,Rice
53,84,375,8.15,0.43,0.32,1.162,0.65,10.11,8.118,4.136,40,Cotton
75,76,282,8.23,0.19,0.26,3.162,0.29,5.162,6.128,4.136,32,Rice
81,75,210,7.27,0.24,0.14,1.06,2.036,3.562,5.822,4.13,26,Rice
180,25,714,8.21,0.59,0.44,0.82,1.91,1.02,0.81,4.12,71,Rice
166,16,408,7.07,0.17,0.42,2.25,3.86,0.74,5.09,4.12,43,Jawar
112,18,734,7.58,0.05,0.32,0.92,2.22,0.86,3.07,4.12,33,Jawar
172,18,422,7.46,0.18,0.71,0.64,0.39,7.134,9.71,4.12,24,Jawar
156,29,313,7.31,0.08,0.33,0.59,0.336,6.75,9.48,4.12,19,Rice
119,18,286,8.11,0.45,0.34,0.68,2.36,7.97,4.68,4.12,14,Jawar
18.8,36,1.66,6.78,0.57,0.46,1,2.73,4.344,2.824,4.114,56,Cotton
53.3,54,244,7.74,0.37,0.13,1.92,2.796,6.432,6.76,4.114,30,Cotton
31.4,30,306,7.77,0.47,0.16,1,2.764,4.456,6.584,4.114,13,Cotton
161,11,306,8.44,0.67,0.77,0.27,3.45,3.39,2.84,4.1,45,Jawar
146,40,544,8.4,0.5,0.7,1.26,1.42,5.61,6.1,4.1,34,Rice
155,62,496,8.21,0.51,0.39,0.63,3.56,0.71,4.14,4.1,33,Rice
188,29,483,7.26,0.47,0.36,2.4,3.62,1.59,2.94,4.1,33,Rice
142,18,428,7.11,0.51,0.39,2.2,3.9,0.608,3.91,4.1,29,Jawar
105,15,313,7.29,0.48,0.4,0.72,4.12,0.57,1.54,4.1,19,Jawar
56,98,74,6.01,0.3,0.21,0.11,32,0.3,6.32,4.1,12,Cotton
104,40,490,7.3,0.66,0.456,1.36,0.87,1.85,0.12,4.09,161,Rice
147,272,232,5.44,0.63,0.57,0.77,1.53,7.02,14.89,4.09,56,Rice
140,51,238,7.3,0.27,0.56,2.17,0.38,6.06,25,4.09,39,Rice
140,51,238,8.45,0.86,0.56,2.14,0.38,6.06,25,4.09,39,Rice
22,56,84,8.18,0.38,0.49,1.25,1.946,3.88,5.28,4.074,144,Cotton
130,47,646,7.04,0.42,0.3,0.82,1.05,0.23,11.26,4.07,48,Rice
169,40,530,7.59,0.345,0.34,0.89,3.35,0.9,12.78,4.07,28,Rice
172,15,490,8.15,0.31,0.41,0.81,0.99,0.12,8.55,4.06,67,Jawar
115,33,768,8.24,0.11,0.34,0.71,1.25,0.97,3.89,4.05,29,Rice
88,15,630,7.98,0.36,0.8,6.84,0.336,8.01,7.114,4.046,46,Jawar
31.4,184,48,6.45,0.33,0.3,1,2.78,4.556,2.472,4.044,31,Cotton
146,44,564,8.31,0.61,0.3,2.9,0.74,9.49,7.53,4.04,69,Rice
175,29,700,8.2,0.43,0.29,0.83,5.1,0.25,2.47,4.04,48,Rice
116,51,585,7.4,0.363,0.27,0.4,0.7444,8.2,10.86,4.04,44,Rice
162,62,265,7.63,0.26,0.3,0.27,0.7,6.41,11.12,4.04,39,Rice
139,15,401,8.3,0.36,0.4,0.27,3.49,9.46,9.43,4.04,37,Jawar
251,22,408,7.08,0.11,0.27,0.27,0.27,3.24,0.54,4.04,29,Rice
136,29,585,7.79,0.21,0.42,0.95,2.41,0.85,7.39,4.04,24,Rice
121,47,619,8.16,0.09,0.27,0.72,1.32,2.77,19.06,4.04,19,Rice
136,22,218,7.3,0.36,0.34,1.9,0.53,5.5,25.56,4.02,67,Rice
136,40,503,8.56,0.41,0.66,4.07,0.02,6.55,25.86,4.02,64,Rice
132,51,694,7.6,0.86,0.7,0.86,0.47,6.13,26.76,4.02,34,Rice
140,51,388,7.56,0.56,0.56,1.36,0.75,5.53,24.46,4.02,27,Rice
116,25,394,8.4,0.95,0.26,1.6,0.57,4.42,25.2,4.02,19,Rice
172,29,694,7.59,0.33,0.32,0.69,2.84,1.58,9.62,4,38,Rice
194,22,401,8.11,0.34,0.34,0.65,0.82,8.2,9.8,4,33,Rice
184,33,381,7.09,0.33,0.32,0.72,0.45,7.22,9.64,4,29,Rice
166,31,378,7.59,0.36,0.38,2.2,0.74,1.02,1.51,4,27,Rice
131,15,442,8.11,0.36,0.41,0.76,0.76,0.85,9.96,4,14,Jawar
125,26,495,7.39,0.17,0.6,6.08,0.278,7.174,17.07,3.998,83,Rice
63,33,342,8.34,0.36,0.17,3.42,0.554,8.638,16.37,3.998,46,Cotton
163,66,426,7.36,0.36,0.15,7.98,0.492,7.384,7,3.998,46,Rice
138,18,549,7.79,0.45,0.15,6.84,0.554,8.428,17.74,3.998,40,Jawar
75,37,477,7.9,0.13,0.26,3.04,0.496,8.639,15.93,3.993,26,Rice
207,238,60,6.76,0.96,0.44,1.18,1.896,4.236,6.74,3.988,122,Cotton
176,33,636,7.63,0.31,0.79,3.63,0.7,8.63,10.2,3.98,67,Rice
140,29,231,8.16,0.81,0.31,0.81,1.21,9.91,9.49,3.98,64,Rice
119,36,490,7.67,0.17,0.48,0.4,2.65,1.8,5.8,3.98,62,Rice
207,184,216,5.76,0.75,0.59,1.28,1.25,6.28,4.7,3.98,58,Rice
177,40,605,8.04,0.31,0.4,0.96,1.27,1.47,21.5,3.98,52,Rice
207,222,352,5.58,0.19,0.55,0.83,1.02,5.25,3.96,3.98,27,Rice
128,62,768,7.35,0.43,0.32,0.12,4.6,1.27,2.68,3.98,24,Rice
174,18,490,7.48,0.13,0.42,0.59,4.05,1.48,18.88,3.98,19,Jawar
34.5,266,96,7.66,0.34,0.44,1,2.948,3.458,5.702,3.974,137,Cotton
25.1,128,30,7.09,0.67,0.29,1.93,2.712,5.232,3.53,3.974,33,Cotton
18.8,247,36,7.69,0.83,0.38,1,2.796,4.234,1.768,3.974,13,Cotton
150,29,680,7.3,0.61,0.55,0.7,2.45,1.15,7.94,3.96,33,Rice
100,44,342,7.89,0.36,0.17,6.46,0.454,7.384,16.84,3.95,64,Rice
164,18,748,7.36,0.43,0.42,0.69,2.78,2.55,3.04,3.95,52,Jawar
75,26,576,8.66,0.49,0.44,6.46,0.514,8.428,7.678,3.95,46,Rice
138,89,486,7.56,0.14,0.44,9.5,0.574,6.966,17.07,3.95,40,Rice
163,63,342,7.32,0.56,0.56,1.9,0.396,6.966,7.566,3.95,26,Rice
141,62,381,7.39,0.81,0.89,0.58,3.74,0.83,20.18,3.94,48,Rice
156,33,496,7.65,0.45,0.39,0.86,2.54,3.32,4.84,3.94,14,Rice
25.1,22,184,7.54,0.56,0.29,0.67,1.744,3.792,9.02,3.932,128,Cotton
136,15,384,8.22,0.2,0.42,0.92,0.9,0.28,1.87,3.93,19,Jawar
135,15,680,8.04,0.75,0.29,0.49,4.52,1.03,4.35,3.91,24,Jawar
78,88,251,7.45,0.3,0.78,0.16,1.62,1.42,2.88,3.91,22,Rice
126,29,626,7.35,0.74,0.42,0.67,3.46,0.36,3.95,3.91,19,Rice
13.4,156,108,7.65,0.84,0.74,1,2.982,4.456,6.408,3.902,170,Cotton
163,44,414,8.02,0.16,0.6,9.5,0.5314,8.639,16.73,3.902,51,Rice
113,7,351,7.31,0.36,0.45,11.4,0.514,7.52,16.84,3.902,43,Jawar
25.01,278,42,7.35,0.45,0.11,0.54,2.864,3.236,6.408,3.902,36,Cotton
28.2,106,480,7.69,0.66,0.4,1,3.2,4.456,6.4,3.902,6,Cotton
124,36,503,8.19,0.31,0.32,0.74,1.73,0.34,21.92,3.9,57,Rice
174,29,333,8.19,0.36,0.34,0.72,3.36,5.11,7.2,3.9,38,Rice
136,62,360,7.58,0.07,0.69,0.74,0.26,0.12,12.4,3.9,29,Rice
198,36,320,8.13,0.39,0.32,0.69,1.72,15.7,8.28,3.9,19,Rice
180,29,619,7.49,0.5,0.77,0.76,5.63,0,22.4,3.89,90,Rice
164,33,408,8.07,0.48,0.29,0.96,2.5,2.83,3.17,3.89,43,Rice
164,51,476,8.11,0.64,0.29,0.98,0.31,1.9,5.89,3.89,33,Rice
